"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"SocialDynamics.nlogo"
"Wet weather group runners vs solo runners and no spectators (21km)"
"04/30/2024 22:39:50:309 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percentage-of-solo-runners","race-distance","number-of-runners","number-of-spectators","weather","[step]","total-runners-in-group","avg-group-runners-finish-time","avg-group-runners-speed","total-socially-suspectible-runners-in-group","socially-suspectible-group-runners-avg-finish-time","socially-suspectible-group-runners-avg-speed","non-socially-suspectible-group-runners-avg-finish-time","non-socially-suspectible-group-runners-avg-speed","total-solo-runners","avg-solo-runner-finish-time","avg-solo-runner-speed","total-solo-socially-suspectible-runners","socially-suspectible-solo-runners-avg-finish-time","socially-suspectible-solo-runners-avg-speed","non-socially-suspectible-solo-runners-avg-finish-time","non-social-suspectible-solo-runners-avg-speed"
"68","50","21","20","0","wet","12302","2","159.48","8.41","0","0","0","159.48","8.41","18","163.08","8.71","13","165.96","8.786153846153846","155.58","8.52"
"69","50","21","20","0","wet","11660","7","163.55","8.4","3","163.55","8.39","163.56","8.4025","13","157.49","8.31","8","165.48","8.56875","144.72","7.894"
"73","50","21","20","0","wet","10676","1","163.95","8.28","0","0","0","163.95","8.28","19","158.31","8.09","6","152.94","7.6466666666666665","160.78","8.29923076923077"
"70","50","21","20","0","wet","11981","7","152.08","8.23","2","152.07","8.225","152.08","8.232","13","162.37","8.62","6","162.99","8.643333333333333","161.84","8.595714285714285"
"71","50","21","20","0","wet","11884","4","150.92","8.04","1","150.92","8.03","150.92","8.040000000000001","16","153.7","8.18","6","161.92","8.33","148.77","8.095"
"75","50","21","20","0","wet","10942","0","0","0","0","0","0","0","0","20","153.33","7.98","6","144.39","7.533333333333333","157.16","8.173571428571428"
"76","50","21","20","0","wet","10931","0","0","0","0","0","0","0","0","20","158.36","8.22","8","158.39","8.205000000000002","158.34","8.226666666666668"
"74","50","21","20","0","wet","11643","8","151.59","8.08","6","151.58","8.075","151.6","8.085","12","155.86","8.19","9","154.92","8.087777777777779","158.67","8.486666666666666"
"77","50","21","20","0","wet","10672","6","156.03","8.37","3","156","8.36","156.06","8.373333333333331","14","156","8.24","11","158.36","8.381818181818183","147.35","7.703333333333334"
"79","50","21","20","0","wet","10740","1","152.33","8.15","0","0","0","152.33","8.15","19","152.77","8.05","8","150.96","7.9025","154.09","8.156363636363636"
"78","50","21","20","0","wet","12323","1","171.55","9.21","1","171.55","9.21","0","0","19","165.35","8.91","7","165.32","8.892857142857142","165.37","8.914166666666667"
"80","50","21","20","0","wet","12475","0","0","0","0","0","0","0","0","20","162.91","8.93","9","157.05","8.515555555555556","167.7","9.270909090909091"
"72","50","21","20","0","wet","12694","5","152.22","8.02","3","152.21","8.016666666666667","152.23","8.02","15","163.01","8.8","6","160.23","8.55","164.87","8.965555555555556"
"82","50","21","20","0","wet","12018","5","153.69","8.13","2","153.65","8.13","153.71","8.136666666666667","15","156.29","8.31","8","155.32","8.19875","157.39","8.440000000000001"
"83","50","21","20","0","wet","12367","6","168.39","9.06","3","168.38","9.06","168.39","9.063333333333334","14","167.65","9.01","9","167.88","8.974444444444446","167.24","9.082"
"81","50","21","20","0","wet","13031","3","151.52","8.35","2","151.52","8.35","151.53","8.35","17","161.64","8.81","8","157.12","8.50875","165.66","9.084444444444445"
"86","50","21","20","0","wet","10473","3","152.1","8.08","3","152.1","8.08","0","0","17","149.04","7.78","9","151.03","7.917777777777778","146.81","7.626250000000001"
"84","50","21","20","0","wet","12102","8","153.14","8.1","4","153.11","8.1","153.18","8.1075","12","164.95","8.83","8","157.24","8.39625","180.37","9.685"
"89","50","21","20","0","wet","10862","5","160.66","8.15","2","160.63","8.15","160.69","8.156666666666668","15","152.19","7.85","7","150.06","7.642857142857142","154.06","8.04"
"87","50","21","20","0","wet","11452","3","174.78","9.01","2","174.77","9.01","174.8","9.02","17","163.19","8.58","7","160.56","8.37","165.03","8.727000000000002"
"85","50","21","20","0","wet","12845","4","162.57","8.56","4","162.57","8.56","0","0","16","166.41","8.99","11","168.94","8.972727272727273","160.83","9.03"
"88","50","21","20","0","wet","11778","0","0","0","0","0","0","0","0","20","159.67","8.51","7","165.69","8.778571428571428","156.43","8.36076923076923"
"90","50","21","20","0","wet","11429","4","154.27","8.07","1","154.23","8.06","154.28","8.066666666666666","16","158.97","8.38","4","152.99","7.965","160.96","8.522499999999999"
"93","50","21","20","0","wet","9741","6","160.83","8.37","4","160.82","8.37","160.83","8.375","14","151.92","7.84","7","152.99","7.878571428571429","150.85","7.795714285714286"
"91","50","21","20","0","wet","12377","3","174.27","9.03","3","174.27","9.026666666666667","0","0","17","168.2","9.02","7","172.5","9.148571428571428","165.2","8.925"
"92","50","21","20","0","wet","13031","3","165.79","9.2","2","165.78","9.19","165.82","9.22","17","160.51","8.93","5","148.29","8.178","165.61","9.243333333333334"
"96","50","21","20","0","wet","11981","2","151.58","8.15","1","151.58","8.15","151.58","8.16","18","150.21","8.05","9","149.69","7.955555555555555","150.73","8.146666666666667"
"97","50","21","20","0","wet","11856","6","165.82","8.49","3","165.82","8.49","165.82","8.49","14","157.37","8.25","8","154.53","8.03875","161.17","8.540000000000001"
"95","50","21","20","0","wet","12882","6","172.63","9.35","5","172.63","9.354000000000001","172.65","9.359999999999998","14","168.62","9.06","5","182.89","9.686","160.69","8.707777777777778"
"94","50","21","20","0","wet","11976","2","152.98","8.09","2","152.98","8.09","0","0","18","151.93","8.14","8","158.56","8.38625","146.61","7.934000000000001"
"98","50","21","20","0","wet","10894","1","162.43","8.28","0","0","0","162.43","8.28","19","155.79","7.99","12","160.07","8.148333333333335","148.45","7.715714285714285"
"100","50","21","20","0","wet","11253","4","145.47","7.34","2","145.48","7.33","145.46","7.34","16","152.26","7.94","9","153.46","7.893333333333334","150.71","7.9957142857142856"
"99","50","21","20","0","wet","12316","7","162.96","8.5","3","162.95","8.49","162.98","8.5025","13","164.16","8.75","11","166.97","8.853636363636364","148.73","8.165"
